,distance,norm_time,vehicle_fuel,vehicle_fuel,vehicle_fuel,vehicle_fuel,vehicle_CO2,vehicle_CO2,vehicle_CO2,vehicle_CO,vehicle_CO,vehicle_CO,vehicle_HC,vehicle_HC,vehicle_HC,vehicle_NOx,vehicle_NOx,vehicle_NOx,vehicle_PMx,vehicle_PMx,vehicle_PMx,vehicle_electricity,vehicle_electricity,vehicle_electricity
,total,total,total,average_per_step,per_100km,mpg,total,average_per_step,per_100km,total,average_per_step,per_100km,total,average_per_step,per_100km,total,average_per_step,per_100km,total,average_per_step,per_100km,total,average_per_step,per_100km
Total_sum,2411.5073517775104,290794.0,119.94683165728028,,,,1032688.353379999,,,22031.592879999967,,,133.06671999999986,,,446.85214000000025,,,42.75347999999992,,,0.0,,
Total_average,0.4860929957221347,58.61600483773433,0.024177954375585623,0.00046235961835454175,11.699446338794573,20.104802423358898,208.16132904253155,3.973822492347567,26609.265270252246,4.440958048780481,0.08899696307898196,567.6877223911123,0.02682255996774841,0.0005317791347148954,3.4287281729606787,0.09007299737956062,0.0017620000604733946,11.514032370872087,0.008617915742793775,0.0001714387654825464,1.1016282761618443,0.0,0.0,0.0
0_20,0.669661634776233,53.0,0.02881852348,0.0005336763607407407,10.12235178781097,23.23719448156242,246.87611,4.571779814814815,86713.90937709199,6.007749999999999,0.1112546296296296,2110.1899615164234,0.034769999999999995,0.0006438888888888888,12.212775991332201,0.10999,0.0020368518518518518,38.633397506086546,0.010879999999999999,0.00020148148148148147,3.8215416389328265,0.0,0.0,0.0
120_1,0.6898110703676517,79.0,0.02866530372,0.0003583162965,9.77443149442955,24.064321003037733,249.39575000000002,3.117446875,85040.1480894157,3.73001,0.046625125,1271.8765366891835,0.025599999999999998,0.00031999999999999997,8.72920966411433,0.10241,0.001280125,34.92024850398237,0.008490000000000001,0.00010612500000000002,2.894960548762917,0.0,0.0,0.0
120_68,0.34032310883828526,37.0,0.026937618840000004,0.0007088847063157896,18.617993868618992,12.633748768207205,230.95907,6.0778702631578945,159627.863721081,5.51253,0.1450665789473684,3809.997102942831,0.03373999999999999,0.0008878947368421051,23.319474407085515,0.11415,0.0030039473684210526,78.89502085266189,0.01188,0.0003126315789473684,8.210887846952458,0.0,0.0,0.0
240_5,0.40512441056651194,42.0,0.021107342800000005,0.0004908684372093024,12.254914077076744,19.193529683258465,180.80739,4.2048230232558135,104976.69223198024,4.41774,0.10273813953488373,2564.9379283717794,0.02573,0.0005983720930232558,14.938826842911961,0.08052000000000001,0.001872558139534884,46.74987708477541,0.0076300000000000005,0.00017744186046511628,4.429974691465926,0.0,0.0,0.0
360_19,0.2697583286433643,29.0,0.013620708320000001,0.0004540236106666667,11.87654038857659,19.805014710377726,116.30425,3.8768083333333334,101411.18141850852,3.0758599999999996,0.10252866666666666,2681.9879452206915,0.017160000000000005,0.0005720000000000001,14.962616354446265,0.05093999999999999,0.0016979999999999996,44.41699749973731,0.005209999999999999,0.00017366666666666664,4.542845641414044,0.0,0.0,0.0
360_56,0.3073294248824774,31.0,0.01214927028,0.00037966469625,9.298463054023502,25.29612213734349,104.78983000000001,3.2746821875000003,80201.06065929121,2.12835,0.0665109375,1628.9360089066126,0.01308,0.00040875,10.010798504239665,0.04607,0.0014396875,35.25974671944353,0.00401,0.0001253125,3.0690597860857074,0.0,0.0,0.0
480_10,0.7014690610289981,51.0,0.03200707952,0.00061552076,10.732543251430432,21.916059557719937,270.97203,5.211000576923078,90861.74294926439,8.692169999999999,0.16715711538461536,2914.6392570897715,0.04778,0.0009188461538461539,16.02148412925073,0.13207,0.0025398076923076923,44.28542086542787,0.01532,0.0002946153846153846,5.137068582254524,0.0,0.0,0.0
